id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
550,Theory of Computation,YouTube,4 reviews,On-Demand,Free Video,39,5,4,0,https://www.classcentral.com/classroom/youtube-computer-science-theory-of-computation-47562
551,Machine Learning: Classification,Coursera,"Learn to build and implement classification models for sentiment analysis and loan default prediction using logistic regression, decision trees, and boosting techniques. Gain hands-on experience with real-world datasets and machine learning algorithms.",On-Demand,Free Online Course (Audit),21.41666667,5,9,0,https://www.classcentral.com/course/ml-classification-4219
552,AWS Machine Learning Engineer Nanodegree,Udacity,AWS Machine Learning Engineer Nanodegree,On-Demand,Paid Course,3347.6,5,11,0,https://www.classcentral.com/course/udacity-aws-machine-learning-engineer-nanodegree--nd189-18213
553,Java Programming Essentials: AP Computer Science A,Udemy,Udemy,On-Demand,Paid Course,21,0,307,0,https://www.classcentral.com/course/udemy-ap-computer-science-a-java-programming-esse-119334
554,Introduction to Responsible AI,Google Cloud Skills Boost,"This is an introductory-level microlearning course aimed at explaining what responsible AI is, why it's important, and how Google implements responsible AI in their products. It also introduces Google's 7 AI principles.",On-Demand,Free Certificate,0.5,4.5,29,0,https://www.classcentral.com/course/introduction-to-responsible-ai-199886
555,"Nature, in Code: Biology in JavaScript",edX,"Learn JavaScript programming by implementing key biology concepts in code, including natural selection, genetics and epidemics.",On-Demand,Free Online Course (Audit),24.5,3,1,0,https://www.classcentral.com/course/javascript-ecole-polytechnique-federale-de-lausan-6881
556,Mathematics for Machine Learning: Multivariate Calculus,Coursera,"Explore multivariate calculus essentials for machine learning, covering gradients, chain rule, Taylor series, and optimization techniques, with practical applications in neural networks and regression.",On-Demand,Free Online Course (Audit),17.75,5,9,0,https://www.classcentral.com/course/multivariate-calculus-machine-learning-10452
557,"Stanford Seminar - Lenia- Biology of Artificial Life, Bert Wang-Chak Chan",YouTube,"Explore artificial life through Lenia, a continuous cellular automaton. Delve into its evolution, physics, taxonomy, and comparisons with Earth life in this thought-provoking seminar.",On-Demand,Free Online Course,1.033333333,0,0,0,https://www.classcentral.com/course/youtube-stanford-seminar-lenia-biology-of-artificial-life-bert-wang-chak-chan-108731
558,Stanford Seminar - New Golden Age for Computer Architecture - John Hennessy,YouTube,"Explore the evolution of computer architecture, from early IBM systems to modern domain-specific designs, highlighting key innovations and challenges in processor development.",On-Demand,Free Online Course,1.25,0,0,0,https://www.classcentral.com/course/youtube-stanford-seminar-new-golden-age-for-computer-architecture-john-hennessy-110000
559,Stanford Seminar - Mostly Missless Memory in the Mill CPU,YouTube,This is one of the series of talks about the mill architecture. The particular topic discussed here is Cache Access. Ivan Godard attemps to oversimplify and provide an intuitive understanding for people who are not specialists in the field.,On-Demand,Free Online Course,1.516666667,0,0,0,https://www.classcentral.com/course/youtube-stanford-seminar-mostly-missless-memory-in-the-mill-cpu-110065
560,LAFF-On Programming for High Performance,edX,Learn to squeeze high performance out of modern CPUs.,On-Demand,Free Online Course (Audit),25,0,0,0,https://www.classcentral.com/course/computer-programming-the-university-of-texas-at-a-13675
561,LAFF – On Programming for Correctness,edX,"Learn to apply formal methods to systematically develop correct, loop-based programs, an essential skill for computer programmers.",On-Demand,Free Online Course (Audit),35,0,0,0,https://www.classcentral.com/course/computer-programming-the-university-of-texas-at-a-7852
562,CSS: Selectors,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,2.316666667,0,249,0,https://www.classcentral.com/course/linkedin-learning-css-selectors-76062
563,C Programming: Language Foundations,edX,16 ratings at edX,On-Demand,Free Online Course (Audit),15,0,16,0,https://www.classcentral.com/course/c-programming-dartmouth-college-c-programming-lan-11535
564,Constraint Programming,edX,Learn the basics of constraint programming from the implementation of solvers to modeling techniques for solving concrete combinatorial problems such as routing and scheduling.,On-Demand,Free Online Course (Audit),98,5,1,0,https://www.classcentral.com/course/computer-programming-universite-catholique-de-lou-120512
565,Cutting-Edge CSS,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,0.416666667,0,199,0,https://www.classcentral.com/course/linkedin-learning-cutting-edge-css-101697
566,C Programming: Pointers and Memory Management,edX,8 ratings at edX,On-Demand,Free Online Course (Audit),15,0,8,0,https://www.classcentral.com/course/c-programming-dartmouth-college-c-programming-poi-11533
567,C Programming: Using Linux Tools and Libraries,edX,7 ratings at edX,On-Demand,Free Online Course (Audit),22.5,0,7,0,https://www.classcentral.com/course/c-programming-dartmouth-college-c-programming-usi-11538
568,Computer Fundamentals,Swayam,2 reviews,On-Demand,Free Online Course,2016,4.5,2,0,https://www.classcentral.com/course/swayam-computer-fundamentals-13950
569,Learn CSS: Browser Compatibility,Codecademy,,On-Demand,Free Trial Available,1,0,0,0,https://www.classcentral.com/course/codecademy-learn-css-browser-compatibility-159830
570,Prompt Engineering Overview,YouTube,"Comprehensive overview of prompt engineering techniques, from basics to advanced, with tools, applications, and future directions. Includes resources for further learning and practice.",On-Demand,Free Video,1.066666667,4.5,21,0,https://www.classcentral.com/classroom/youtube-prompt-engineering-overview-146278
571,Making Sense of the CSS Box Model,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.2,0,119,0,https://www.classcentral.com/course/linkedin-learning-making-sense-of-the-css-box-model-77914
572,Text Retrieval and Search Engines,Coursera,"Learn natural language processing, vector space models, and search engine technologies to effectively retrieve and analyze text data from various sources.",On-Demand,Free Online Course (Audit),30.81666667,3,13,0,https://www.classcentral.com/course/textretrieval-2734
573,Computing Form and Shape: Python Programming with the Rhinoscript Library,Kadenze,"Explore Python programming with Rhinoscript to create and manipulate 3D forms. Learn algorithmic design techniques for digital drawing, modeling, and projection in architecture, art, and design.",On-Demand,Free Online Course,40,5,1,0,https://www.classcentral.com/course/kadenze-computing-form-and-shape-python-programming-with-the-rhinoscript-library-7596
574,CS50's AP® Computer Science Principles,edX,"Explore algorithmic thinking and problem-solving in computer science. Learn programming languages, data structures, and software engineering while developing practical skills for web, mobile, or game development.",On-Demand,$518.00,0,5,1,0,https://www.classcentral.com/course/harvardx-cs50-s-ap-r-computer-science-principles-21947
575,CIT-001: Fundamentals of Computer Systems,Swayam,"Comprehensive introduction to computer systems, covering hardware, software, problem-solving, programming, networking, and information security. Provides practical knowledge for everyday ICT use.",On-Demand,Free Online Course,2016,1,1,0,https://www.classcentral.com/course/swayam-cit-001-fundamentals-of-computer-systems-20227
576,Problem Solving through Programming in C,Swayam,1 review,On-Demand,Free Online Course,2016,3,1,0,https://www.classcentral.com/course/swayam-problem-solving-through-programming-in-c-10090
577,CSS Tips,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,2.05,0,100,0,https://www.classcentral.com/course/linkedin-learning-css-tips-101701
578,Discrete Optimization,Coursera,Learn how to solve complex search problems using discrete optimization concepts and algorithms in this 8-week course from the University of Melbourne.,On-Demand,Free Online Course (Audit),65.16666667,4.5,12,0,https://www.classcentral.com/course/optimization-487
579,High School Computer Science and Programming Intro Workshop,Udemy,Udemy,On-Demand,Paid Course,8.483333333,0,95,0,https://www.classcentral.com/course/udemy-high-school-computer-science-math-and-programming-workshop-33742
580,CSS: Display,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,0.716666667,0,85,0,https://www.classcentral.com/course/linkedin-learning-css-display-99983
581,CSS: Transforms and Transitions,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.95,0,80,0,https://www.classcentral.com/course/linkedin-learning-css-transforms-and-transitions-29873
582,CSS: Enhancing Interfaces with Animation,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.05,0,74,0,https://www.classcentral.com/course/linkedin-learning-css-enhancing-interfaces-with-animation-76053
